first_name,middle_name,last_name,label,scopus_id
P,,ANGLIN,"Anglin, Paul M.",56094937200
PAUL,,ANGLIN,"Anglin, Paul M.",56094937200
JOSH,,ANGRIST,"Angrist, Joshua D.",7004017860
JOSHUA,,ANGRIST,"Angrist, Joshua D.",7004017860
VO,THI QUYNH,ANH,VO THI QUYNH ANH,
FERNANDO,,ANJOS,"Anjos, Fernando",35745750200
JAN,,ANNAERT,"Annaert, Jan",6603237156
MARIO,,ANOLLI,"Anolli, Mario",56024365200
ASIM,,ANSARI,"Ansari, Asim",7202239142
RAVI,,ANSHUMAN,"Anshuman, V. Ravi",6505954637
V,RAVI,ANSHUMAN,"Anshuman, V. Ravi",6505954637
VRAVI,,ANSHUMAN,"Anshuman, V. Ravi",6505954637
CARMEN,,ANSOTEGUI,"Ansotegui, Carmen",6603338936
PAULA,,ANTAO,"Antão, Paula",6507448127
HEATHER,,ANTECOL,"Antecol, Heather",6603329290
JAN,,ANTELL,"Antell, Jan",18833414000
ANTREAS,D,ANTHANASSOPOULOS,"Athanassopoulos, Antreas D.",55947696900
JOSEPH,,ANTHONY,"Anthony, Joseph H.",14031072000
VAN,,ANTHONY,VANCE ANTHONY,
VANCE,,ANTHONY,VANCE ANTHONY,
RICK,,ANTLE,"Antle, Rick",6508378630
JAMES,,ANTON,"Anton, James J.",7006164881
MIGUEL,,ANTON,"Antón, Miguel",55832380400
CRISTIANO,,ANTONELLI,"Antonelli, Cristiano",7003984788
ROCHELLE,,ANTONIEWICZ,ROCHELLE ANTONIEWICZ,
ANTONIOS,,ANTONIOU,"Antoniou, Antonios",7101627280
POL,,ANTRAS,"Antràs, Pol",6508258249
ANTONIO,,ANTUNES,"Antunes, António A.",7102537545
PETER,,ANTUNOVICH,"Antunovich, Peter",53870008800
WERNER,,ANTWEILER,"Antweiler, Werner",6603153919
ANGELOS,,ANTZOULATOS,"Antzoulatos, Angelos Adonis",6602822304
KOSUKE,,AOKI,"Aoki, Kosuke",7403644803
MASA,,AOKI,MASA AOKI,
MASAHIKO,,AOKI,"Aoki, Masahiko",35279263800
SHUHEI,,AOKI,"Aoki, Shuhei",36195437600
MIKAEL,,APEL,"Apel, Mikael",7003820945
VINCE,,APILADO,"Apilado, Vincent P.",6506902798
VINCE,P,APILADO,"Apilado, Vincent P.",6506902798
FERNANDO,,APORTELA,FERNANDO APORTELA,
MELISSA,,APPLEYARD,"Appleyard, Melissa M.",7006510539
TONY,,APPLEYARD,"Appleyard, Tony R.",24345949700
ADAM,,APTER,ADAM APTER,
GIAMPAOLO,,ARACHI,"Arachi, Giampaolo",6506423539
RUTH,,ARAD,"Arad, Ruth W.",24513161000
VICENT,,ARAGO,"Aragó, Vicent",6508033062
GEORGE,,ARAGON,"Aragon, George O.",15126923300
GEORGE,O,ARAGON,"Aragon, George O.",15126923300
TOMIO,,ARAI,TOMIO ARAI,
SIRIO,,ARAMONTE,"Aramonte, Sirio",55840845300
PETER,,ARANSON,"Aranson, Peter H.",7801583106
MELSA,,ARARAT,"Ararat, Melsa",14033725700
ALOISIO,,ARAUJO,"Araújo, Aloísio P.",35578978200
EURILTON,,ARAUJO,"Araújo, Eurilton",23484421400
MARIA,,ARBATSKAYA,"Arbatskaya, Maria",6506236357
OSCAR,,ARCE,"Arce, Óscar J.",23092914400
MELANIE,,ARCHANGELI,MELANIE ARCHANGELI,
SRIDHAR,,ARCOT,"Arcot, Sridhar",35791495100
SILVIA,,ARDAGNA,"Ardagna, Silvia",6507312405
CRISTINA,,ARELLANO,"Arellano, Cristina",8234157300
M,,ARELLANO,"Arellano, Manuel",36936975200
MANUEL,,ARELLANO,"Arellano, Manuel",36936975200
MARCO,,ARENA,"Arena, Marco",23481308500
MATTEO,,ARENA,"Arena, Matteo P.",19638564000
RICHARD,,AREND,"Arend, Richard J.",7004227028
PHILIP,,ARESTIS,"Arestis, Philip",7003404547
KEVIN,,ARETZ,"Kevin Aretz, Kevin",25721831000
ANTONIO,,ARGANDONA,"Argandoña, Antonio",6602921690
ISABEL,,ARGIMON,"Argimón, Isabel",6506532812
MOHAMAD,,ARIFF,MOHAMAD ARIFF,
KENN,,ARIGA,"Ariga, Kenn",7006586063
ASLI,,ARIKAN,"Arikan, Asli M.",35291610200
YASUHIRO,,ARIKAWA,"Arikawa, Yasuhiro",36776774700
PEREN,,ARIN,"Arin, Kerim Peren",6602086370
AFRICA,,ARINO,"Ariño, África",7003758942
YAKUP,ESER,ARISOY,"Arisoy, Yakup Eser",17433562600
RIMA,TURK,ARISS,"Turk-Ariss, Rima",24073814100
AKIRA,,ARIYOSHI,AKIRA ARIYOSHI,
KIMBERLY,,ARKIN,KIMBERLY ARKIN,
JENNIFER,,ARLEN,"Arlen, Jennifer H.",6602401224
PAUL,,ARLMAN,PAUL ARLMAN,
OLIVIER,,ARMANTIER,"Armantier, Olivier",6508296287
BEATRIZ,,ARMENDARIZ,"Armendáriz, Beatriz",55795555400
ROC,,ARMENTER,"Armenter, Roc",15764730300
MICHELLE,T,ARMESTO,"Armesto, Michelle T.",26022843500
JOHN,,ARMOUR,"Armour, John H.",21233579400
CHRIS,,ARMSTRONG,"Armstrong, Christopher S.",35558136900
JEFF,,ARMSTRONG,"Armstrong, Jeff S.",56222969000
VAUGHN,,ARMSTRONG,"Armstrong, Vaughn S.",54784166100
PAUL,,ARMSTRONG-TAYLOR,PAUL ARMSTRONG-TAYLOR,
GLEN,,ARNOLD,"Arnold, Glen C.",35955803900
IVO,,ARNOLD,"Arnold, Ivo J.M.",56228170900
IVO,JM,ARNOLD,"Arnold, Ivo J.M.",56228170900
TOM,,ARNOLD,"Arnold, Tom",57190851814
WILLIAM,,ARNOLD,WILLIAM ARNOLD,
R,,ARNOTT,"Arnott, Richard J.",55952373900
RICHARD,,ARNOTT,"Arnott, Richard J.",55952373900
ROB,,ARNOTT,"Arnott, Robert D.",7006200702
AMIT,,ARORA,AMIT ARORA,
ASHISH,,ARORA,"Arora, Ashish",55126609300
NAVNEET,,ARORA,"Arora, Navneet",54786185900
RAJIV,,ARORA,RAJIV ARORA,
S,,ARPING,"Arping, Stefan",9132577100
STEFAN,,ARPING,"Arping, Stefan",9132577100
GREGORY,C,ARQUETTE,"Arquette, Gregory C.",23491370800
ANU,,ARRO,ANU ARRO,
LUC,,ARRONDEL,"Arrondel, Luc",6603490309
NASSER,,ARSHADI,"Arshadi, Nasser",16438893700
SERKAN,,ARSLANALP,"Arslanalp, Serkan",8275324400
MIKE,,ARTIS,"Artis, Michael J.",7003332077
ERHAN,,ARTUC,"Artuç, Erhan",23110229500
ONUR,,ARUGASLAN,"Aruǧaslan, Onur",6504037600
S,BORAGAN,ARUOBA,"Aruoba, S. Boraǧan",6505981926
A,,ARYA,"Arya, Anil",7006079514
ANIL,,ARYA,"Arya, Anil",7006079514
ENRIQUE,,ARZAC,"Arzac, Enrique R.",6504693832
ENRIQUE,,ARZUC,"Arzac, Enrique R.",6504693832
TALAL,,ASAD,"Asad, Talal",6602762148
ERNIE,,ASAFF,ERNIE ASAFF,
GABRIEL,,ASAFTEI,"Asaftei, Gabriel",22933257700
KAZUMI,,ASAKO,"Asako, Kazumi",24521085500
PER,,ASBERG-SOMMAR,PER ASBERG-SOMMAR,
G,,ASCARI,"Ascari, Guido",6603459113
GUIDO,,ASCARI,"Ascari, Guido",6603459113
JOHN,,ASCHENBRENNER,JOHN ASCHENBRENNER,
ASLI,,ASCIOGLU,"Aşçıoğlu, Aslı",8647862700
PIERFEDERICO,,ASDRUBALI,"Asdrubali, Pierfederico",6508209390
EBENEZER,,ASEM,"Asem, Ebenezer",24066395800
HOSSEIN,,ASGHARIAN,"Asgharian, Hossein",8850228100
ADAM,,ASHCRAFT,"Ashcraft, Adam B.",12806266100
ADAM,B,ASHCRAFT,"Ashcraft, Adam B.",12806266100
ORLEY,,ASHENFELTER,"Ashenfelter, Orley C.",56037568700
TOM,,ASHMAN,"Ashman, Thomas D.",36665774900
JOHN,K,ASHTON,"Ashton, John K.",7102016491
JOHN,,ASKER,"Asker, John",6603964906
M,,ASMILD,"Asmild, Mette",14044507400
BRAD,,ASNESS,BRAD ASNESS,
CLIFF,,ASNESS,"Asness, Clifford S.",6603458918
ELENA,,ASPAROUHOVA,"Asparouhova, Elena",6507429898
TIHOMIR,,ASPAROUHOVA,TIHOMIR ASPAROUHOVA,
MARCUS,,ASPLUND,"Asplund, Marcus",7006763625
DAN,,ASQUITH,"Asquith, Daniel",6603216409
DANIEL,,ASQUITH,"Asquith, Daniel",6603216409
PAUL,,ASQUITH,"Asquith, Paul",9245201100
A,GEORGE,ASSAF,"Assaf, A. George",36462537300
BENGT,,ASSARSSON,"Assarsson, Bengt",6602874089
KATRIN,,ASSENMACHER,"Assenmacher-Wesche, Katrin",23026686800
KATRIN,,ASSENMACHER-WESCHE,"Assenmacher-Wesche, Katrin",23026686800
MIRJA,,ASSMANN,MIRJA ASSMANN,
KODJOVI,,ASSOE,"Assoé, Kodjovi",6507022953
T,,ASTE,"Aste, Tomaso",7003460450
FABIAN,,ASTIC,"Astic, Fabian",16315127100
CHRISTIAN,,AT,"At, Christian",6507628792
JEREMY,,ATACK,"Atack, Jeremy",7005478063
TAKAYUKI,,ATAKE,TAKAYUKI ATAKE,
VLADIMIR,,ATANASOV,"Atanasov, Vladimir",8234585100
CHRISTINA,,ATANASOVA,"Atanasova, Christina V.",7801356398
CHRISTINA,V,ATANASOVA,"Atanasova, Christina V.",7801356398
JULIAN,,ATANASSOV,"Atanassov, Julian",36707053700
STEFANO,,ATHANASOULIS,"Athanasoulis, Stefano G.",6602279468
STEFANO,G,ATHANASOULIS,"Athanasoulis, Stefano G.",6602279468
GEORGE,,ATHANASSAKOS,"Athanassakos, George",7801423305
S,,ATHEY,"Athey, Susan",6603691303
SUSAN,,ATHEY,"Athey, Susan",6603691303
ROWLAND,,ATIASE,"Atiase, Rowland K.",9278222900
ANDREW,,ATKESON,"Atkeson, Andrew",17433674100
ANDY,,ATKESON,"Atkeson, Andrew",17433674100
ALLEN,B,ATKINS,"Atkins, Allen B.",7102494091
BILL,,ATKINSON,BILL ATKINSON,
JIM,,ATKINSON,JIM ATKINSON,
ROUBEN,,ATOIAN,"Atoian, Rouben",56410828600
O,,ATTANASIO,"Attanasio, Orazio P.",6603862452
ORAZIO,,ATTANASIO,"Attanasio, Orazio P.",6603862452
MUKARRAM,,ATTARI,"Attari, Mukarram",10140195500
NAJAH,,ATTIG,"Attig, Najah",14068606800
ANDREA,S,AU,"Au, Andrea S.",26662300400
REO,,AUDETTE,REO AUDETTE,
FRANCESCO,,AUDRINO,"Audrino, Francesco",8260332900
RAPHAEL,,AUER,"Auer, Raphael A.",26022759000
ALAN,,AUERBACH,"Auerbach, Alan J.",55953326600
MARC,,AUERBACH,MARC AUERBACH,
LEONARDO,,AUERNHEIMER,"Auernheimer, Leonardo",6506685359
BORIS,,AUGURZKY,"Augurzky, Boris",16302878800
PIERRE,GRELLET,AUMONT,PIERRE GRELLET AUMONT,
DANIEL,,AUNON-NERIN,"Aunon-Nerin, Daniel",25649072900
WOLFGANG,,AUSSENEGG,"Aussenegg, Wolfgang",14423910700
DAVID,,AUSTEN-SMITH,"Austen-Smith, David",6601956374
MYRNA,,AUSTRIA,"Austria, Myrna S.",55311559900
LARRY,,AUSUBEL,"Ausubel, Lawrence M.",6603059539
LAWRENCE,,AUSUBEL,"Ausubel, Lawrence M.",6603059539
DAVID,,AUTOR,"Autor, David H.",6602634280
DON,M,AUTORE,"Autore, Don M.",23491343900
STEPHEN,L,AVARD,"Avard, Stephen L.",6504741864
MARCO,,AVELLANEDA,"Avellaneda, Marco M.",6603824799
BOB,,AVERY,"Avery, Robert B.",7102735327
CHRIS,,AVERY,"Avery, Christopher N.",7005441055
ROBERT,,AVERY,"Avery, Robert B.",7102735327
ROBERT,B,AVERY,"Avery, Robert B.",7102735327
NECMI,KEMAL,AVKIRAN,"Avkiran, Necmi Kemal",6602774597
NEOMI,,AVKIRAN,"Avkiran, Necmi Kemal",6602774597
SANVI,,AVOUYI-DOVI,"Avouyi-Dovi, Sanvi",26664350700
D,,AVRAMOV,"Avramov, Doron",55983229500
DORON,,AVRAMOV,"Avramov, Doron",55983229500
RELLA,,AVRAMOV,RELLA AVRAMOV,
JONATHAN,,AXELRAD,JONATHAN AXELRAD,
PER,,AXELSON,PER AXELSON,
U,,AXELSON,"Axelson, Ulf",23023927200
ULF,,AXELSON,"Axelson, Ulf",23023927200
MOHAMED,A,AYADI,"Ayadi, Mohamed A.",36093810500
CEVDET,,AYDEMIR,CEVDET AYDEMIR,
MURAT,,AYDOGDU,"Aydoǧdu, Murat",22978542200
JOHN,,AYER,"Ayer, John D.",57191509104
BEN,,AYERS,"Ayers, Benjamin C.",6603838919
BENJAMIN,C,AYERS,"Ayers, Benjamin C.",6603838919
KEN,,AYOTTE,"Ayotte, Kenneth M.",8897867300
KENNETH,,AYOTTE,"Ayotte, Kenneth M.",8897867300
FRAN,,AYRES,"Ayres, Frances L.",7003357016
ULUC,,AYSUN,"Aysun, Uluc",25653743600
J,,AYUSO,"Ayuso, Juan",7004125802
JUAN,,AYUSO,"Ayuso, Juan",7004125802
MEGHANA,,AYYAGARI,"Ayyagari, Meghana",22949752800
COSTAS,,AZARIADIS,"Azariadis, Costas",6603542553
CYNTIA,,AZEVEDO,"Azevedo, Cyntia F.",24476104300
ANDREW,R,AZIZ,"Aziz, Andrew R.",7103371968
VALENTIN,,AZOFRA,"Azofra, Valentín",6504636390
PIERRE,,AZOULAY,"Azoulay, Pierre",14065735100
NAOHIKO,,BABA,"Baba, Naohiko",23468699500
DAVID,,BABBEL,"Babbel, David F.",6602985510
SIMON,,BABBS,"Babbs, Simon H.",6603095619
JENNIFER,,BABCOCK,JENNIFER BABCOCK,
JAN,,BABECKY,"Babecký, Jan",24176579100
ILONA,,BABENKO,"Babenko, Ilona",26024104100
PHILIPPE,,BACCHETTA,"Bacchetta, Philippe",6701920051
CHRISTIAN,,BACH,"Bach, Christian",37074084600
RALPH,,BACHMANN,RALPH BACHMANN,
RETO,,BACHMANN,RETO BACHMANN,
RUEDIGER,,BACHMANN,"Bachmann, Ruediger",7006337340
LANCE,J,BACHMEIER,"Bachmeier, Lance J.",6508067060
JEFF,,BACIDORE,"Bacidore, Jeffrey M.",6603326370
JEFFREY,,BACIDORE,"Bacidore, Jeffrey M.",6603326370
JEFFREY,M,BACIDORE,"Bacidore, Jeffrey M.",6603326370
K,,BACK,"Back, Kerry",7005492291
KERRY,,BACK,"Back, Kerry",7005492291
PETER,,BACKE,"Backé, Peter",6507760686
MICHAEL,,BACKMAN,"Backman, Michael",57191927881
D,,BACKUS,"Backus, David K.",6601996611
DAVE,,BACKUS,"Backus, David K.",6601996611
DAVID,,BACKUS,"Backus, David K.",6601996611
DAVID,K,BACKUS,"Backus, David K.",6601996611
JEAN-FRANCOIS,,BACMANN,"Bacmann, Jean François",25626277900
SG,,BADRINATH,"Badrinath, Swaminathan G.",7005275937
SWAMINATHAN,,BADRINATH,"Badrinath, Swaminathan G.",7005275937
GIL,S,BAE,"Bae, Gil",24922964800
KEE-HONG,,BAE,"Bae, Kee Hong",7102682064
SANG-KUN,,BAE,"Bae, Sang-kun",8625447400
SUNG,,BAE,"Bae, Sung C.",7202714641
YOUNGSOO,,BAE,"Bae, Youngsoo",44861020900
PHILIPP,,BAECKER,"Baecker, Philipp N.",25228355800
JAE-SEUNG,,BAEK,"Baek, Jae-seung",7103228720
GEERT,,BAEKERT,"Bekaert, Geert",7004114269
LIEVEN,,BAELE,"Baele, Lieven",16633462400
HERB,,BAER,"Baer, Herbert L.",14520873300
WERNER,,BAER,"Baer, Werner",7006533101
LIEVEN,,BAERT,LIEVEN BAERT,
STIJN,,BAERT,"Baert, Stijn",55746145800
MICHELE,,BAGELLA,"Bagella, Michele",6603376793
RAMIN,,BAGHAI,"Baghai, Ramin P.",55979359500
RON,,BAGLEY,RON BAGLEY,
SANDEEP,,BAGLIA,"Baliga, Sandeep",7004412891
FABIO,,BAGLIANO,"Bagliano, Fabio Cesare",6602000553
FABIO,C,BAGLIANO,"Bagliano, Fabio Cesare",6602000553
ANGELO,,BAGLIONI,"Baglioni, Angelo Stefano",15070273300
BETTY,STROCK,BAGNANI,BETTY STROCK BAGNANI,
MARK,,BAGNOLI,"Bagnoli, Mark",7003400536
MANUEL,F,BAGUES,"Bagues, Manuel F.",24398277700
ANNE,,BAGUETTE,ANNE BAGUETTE,
KYLE,,BAGWELL,"Bagwell, Kyle W.",6701550636
REZA,,BAHAR,REZA BAHAR,
J,,BAI,"Bai, Jushan",13402687300
JENNIE,,BAI,"Bai, Jennie",55617930400
JUSHAN,,BAI,"Bai, Jushan",13402687300
YE,,BAI,"Bai, Ye",55461058900
BOK,,BAIK,"Baik, Bok",24066615000
SEUNG KWAN,,BAIK,SEUNG KWAN BAIK,
MARTIN,J,BAILEY,"Bailey, Martin J.",24403470300
WARREN,,BAILEY,"Bailey, Warren",7201648385
JEDRZEJ,,BAILKOWSKI,"Białkowski, Jȩdrzej",17433419000
RICHARD,,BAILLIE,"Baillie, Richard T.",7005602679
JEANNINE,,BAILLIU,"Bailliu, Jeannine N.",7801467935
WALTER,TOSHI,BAILY,WALTER TOSHI BAILY,
STAN,,BAIMAN,"Baiman, Stanley",6602662283
STANLEY,,BAIMAN,"Baiman, Stanley",6602662283
D,,BAIRD,"Baird, Douglas G.",7202709634
DOUGLAS,,BAIRD,"Baird, Douglas G.",7202709634
PAT,,BAJARI,"Bajari, Patrick",6602648108
PATRICK,,BAJARI,"Bajari, Patrick",6602648108
ISABELLE,,BAJEUX-BESNAINOU,"Bajeux-Besnainou, Isabelle",6508149643
EMANUELE,,BAJO,"Bajo, Emanuele",24775181300
OSCAR,,BAJO-RUBIO,"Bajo-Rubio, Oscar",6602360618
ALAN,,BAKER,ALAN BAKER,
CHRIS,,BAKER,CHRIS BAKER,
EDWARD,,BAKER,"Baker, Edward",36899828100
GEORGE,,BAKER,"Baker, George P.",7403001768
KATHARINE,,BAKER,KATHARINE BAKER,
M,,BAKER,"Baker, Malcolm P.",7403075430
MALCOLM,,BAKER,"Baker, Malcolm P.",7403075430
MALCOM,,BAKER,"Baker, Malcolm P.",7403075430
TOR-ERIK,,BAKKE,"Bakke, Tor Erik",35848264500
MARIE-RENEE,,BAKKER,"Bakker, Marie Renée",7101722359
K,,BAKS,"Baks, Klaas P.",6507709267
KLAAS,,BAKS,"Baks, Klaas P.",6507709267
KLAAS,P,BAKS,"Baks, Klaas P.",6507709267
GURDIP,,BAKSHI,"Bakshi, Gurdip S.",55879597300
GURDIP,S,BAKSHI,"Bakshi, Gurdip S.",55879597300
GURDIP,,BAKSHIC,"Bakshi, Gurdip S.",55879597300
BALA,V,BALACHANDRAN,"Balachandran, Bala V.",7004287665
BALASINGHAM,,BALACHANDRAN,"Balachandran, Balasingham",57191745435
KARTHIK,,BALAKRISHNAN,"Balakrishnan, Karthik",56589539800
NARAYANASWAMY,,BALAKRISHNAN,"Balakrishnan, Narayanaswamy",57200264409
RAMJI,,BALAKRISHNAN,"Balakrishnan, Ramji",7006221858
BHANU,,BALASUBRAMNIAN,"Balasubramnian, Bhanu",36552027500
JIAYI,,BALASURIYA,"Balasuriya, Jiayi",56412942800
ALEJANDRO,,BALBAS,"Balbás, Alejandro",6603768407
BEATRIZ,,BALBAS,"Balbás, Beatriz",24766217100
RAQUEL,,BALBAS,"Balbás, Raquel",16038679900
MARINA,,BALBOA,"Balboa, Marina",14420872200
BALA,,BALCHANDRAN,"Balachandran, Bala V.",7004287665
WILLIAM,,BALDIGA,WILLIAM BALDIGA,
PIERLUIGGI,,BALDUZZI,"Balduzzi, Pierluigi",7004496930
PIERLUIGI,,BALDUZZI,"Balduzzi, Pierluigi",7004496930
CARLISS,,BALDWIN,"Baldwin, Carliss Y.",7201893924
HIONA,,BALFOUSSIA,"Balfoussia, Hiona",14521923900
RAKESH,,BALI,"Bali, Rakesh",7003710803
TURAN,,BALI,"Bali, Turan G.",6603902847
TURAN,G,BALI,"Bali, Turan G.",6603902847
SANDEEP,,BALIGA,"Baliga, Sandeep",7004412891
EDWARD,,BALISTRERI,"Balistreri, Edward J.",6603210015
NATHAN,,BALKE,"Balke, Nathan S.",6603795679
NATHAN,S,BALKE,"Balke, Nathan S.",6603795679
CLIFF,,BALL,"Ball, Clifford A.",7201923576
CLIFFORD,,BALL,"Ball, Clifford A.",7201923576
CLIFFORD,A,BALL,"Ball, Clifford A.",7201923576
ERIC,,BALL,"Ball, Eric",48361060700
LARRY,,BALL,"Ball, Laurence M.",7102281952
LAURENCE,,BALL,"Ball, Laurence M.",7102281952
RAY,,BALL,"Ball, Ray",24371709600
RYAN,,BALL,"Ball, Ryan T.",56456741300
STEVE,,BALL,STEPHEN J BALL,
LUCA,VINCENZO,BALLESTRA,"Ballestra, Luca Vincenzo",6508229666
JAMES,,BALLINGALL,JAMES BALLINGALL,
BADI,,BALTAGI,"Baltagi, Badi H.",7004421421
ERNST,,BALTENSPERGER,"Baltensperger, Ernst",6507097136
GUIDO,,BALTUSSEN,"Baltussen, Guido",14420921900
RON,,BALVERS,"Balvers, Ronald J.",6603550073
RONALD,,BALVERS,"Balvers, Ronald J.",6603550073
RONALD,J,BALVERS,"Balvers, Ronald J.",6603550073
BRIAN,,BALYEAT,"Balyeat, R. Brian",15727462700
LINDA,,BAMBER,"Bamber, Linda Smith",6602551193
LINDA,SMITH,BAMBER,"Bamber, Linda Smith",6602551193
MICHAEL,,BAMBER,"Bamber, E. Michael",6602459910
GUNTER,,BAMBERG,"Bamberg, Günter",6602441490
JOHN,,BANASIK,"Banasik, John L.",6602465562
FEDERICO,,BANDI,"Bandi, Federico M.",6505885011
FEDERICO,M,BANDI,"Bandi, Federico M.",6505885011
FREDRICO,,BANDI,"Bandi, Federico M.",6505885011
ORIANA,,BANDIERA,"Bandiera, Oriana",22955553400
J,,BANDLER,"Bandler, James",35317088900
ARINDAM,,BANDOPADHYAYA,"Bandopadhyaya, Arindam",6506788934
TARADAS,,BANDYOPADHYAY,"Bandyopadhyay, Taradas",7007067309
ABHIJIT,,BANERJEE,"Banerjee, Abhijit V.",7402886108
AJEYO,,BANERJEE,"Banerjee, Ajeyo",7402886321
ANINDYA,,BANERJEE,"Banerjee, Anindya",8400850500
ANURAG,,BANERJEE,"Banerjee, Anurag Narayan",7402886118
PRITHVIRAJ,S,BANERJEE,"Banerjee, Prithviraj S.",57197478948
PRIYODORSHI,,BANERJEE,"Banerjee, Priyodorshi",22949735400
SANJAY,,BANERJEE,"Banerji, Sanjay",7006088366
SHANTANU,,BANERJEE,"Banerjee, Shantanu",24801854200
SNEHAL,,BANERJEE,"Banerjee, Snehal",35219523800
SUMAN,,BANERJEE,"Banerjee, Suman",28067452800
SANJAY,,BANERJI,"Banerji, Sanjay",7006088366
JAMES,,BANG,"Bang, James T.",18833358100
MARY,,BANGE,"Bange, Mary M.",7003322905
MARY,M,BANGE,"Bange, Mary M.",7003322905
ANIL,,BANGIA,"Bangia, Anil",36977545900
STEVE,,BANK,"Bank, Steven A.",7102999139
RAJIV,,BANKER,"Banker, Rajiv D.",55909613300
RAJIV,D,BANKER,"Banker, Rajiv D.",55909613300
JOSEPH,,BANKMAN,"Bankman, Joseph",6507921630
JOHN,,BANKO,"Banko, John C.",15756730900
JAMES,,BANKS,"Banks, James",7202965937
SUMAN,,BANNERJEE,"Banerjee, Suman",28067452800
CHRISTINA,E,BANNIER,"Bannier, Christina E.",8892658500
GEOFFREY,,BANNISTER,"Bannister, Geoffrey J.",8941339300
NARESH,,BANSAL,"Bansal, Naresh",36450091900
RAVI,,BANSAL,"Bansal, Ravi",12772232000
ROLF,,BANZ,"Banz, Rolf W.",24529504700
JACK,,BAO,"Bao, Jack",37761006000
ALEXANDRE,,BAPTISTA,"Baptista, Alexandre M.",7007078697
ALEXANDRE,M,BAPTISTA,"Baptista, Alexandre M.",7007078697
ALEXANDRE,,BAPTISTE,"Baptista, Alexandre M.",7007078697
GUILLERMO,,BAQUERO,"Baquero, Guillermo",8852804400
MAYA,,BAR-HILLEL,"Bar-Hillel, Maya",6602143279
HESKI,,BAR-ISAAC,"Bar-Isaac, Heski",8929385800
HESKI,,BAR-ISAAK,"Bar-Isaac, Heski",8929385800
SASSON,,BAR-YOSEF,"Bar-Yosef, Sasson",25222676600
SERGEY,,BARABANOV,"Barabanov, Sergey S.",21742283900
GYORGY,,BARABAS,"Barabas, György",36812136600
ADOLFO,,BARAJAS,"Barajas, Adolfo",8154843600
LINDSAY,C,BARAN,"Baran, Lindsay C.",35317135600
NINA,,BARANCHUK,"Baranchuk, Nina",23484569300
EDGARDO,,BARANDIARAN,"Barandiarán, Edgardo",25635346700
ETTI,G,BARANOFF,"Baranoff, Etti G.",6603230678
DANIEL,,BARAZ,"Baraz, Daniel",6507629640
BRAD,,BARBER,"Barber, Brad M.",7102896501
BRAD,M,BARBER,"Barber, Brad M.",7102896501
BRAM,M,BARBER,"Barber, Brad M.",7102896501
JOHN,,BARBER,"Barber, John",36730303400
NICHOLAS,,BARBERIS,"Barberis, Nicholas C.",56067979000
NICK,,BARBERIS,"Barberis, Nicholas C.",56067979000
NICOLAS,,BARBERIS,"Barberis, Nicholas C.",56067979000
FEDERICO,,BARBIELLINI,"Barbiellini Amidei, Federico",55195921600
JACOB,,BARBIREAU,JACOB BARBIREAU,
A,,BARBOSA,"Barbosa, Andreza",16038473700
FABRIZIO,,BARCA,"Barca, Fabrizio",6603960718
CRISTINA,,BARCELO,"Barceló, Cristina",21733982600
MICHAEL,,BARCLAY,"Barclay, Michael J.",7006382309
MICHAEL,J,BARCLAY,"Barclay, Michael J.",7006382309
MIKE,,BARCLAY,"Barclay, Michael J.",7006382309
MARTIN,,BARDENHEWER,"Bardenhewer, Martin M.",57193699625
MIREILLE,,BARDOS,"Bardos, Mireille",6507665698
MOSHE,,BAREKET,"Bareket, Moshe",16052353200
LEONCE,,BARGERON,"Bargeron, Leonce",24597630400
LEONCE,L,BARGERON,"Bargeron, Leonce",24597630400
FRANCESCA,,BARIGOZZI,"Barigozzi, Francesca",6504713225
SAIDY,,BARINAGA,SAIDY BARINAGA,
ALEXANDER,,BARINOV,"Barinov, Alexander",55260092000
HAIM,,BARKAI,"Barkai, Haim",57188780707
DAVID,,BARKER,DAVID BARKER,
R,,BARKER,R BARKER,
TOM,,BARKLEY,"Barkley, Thomas",56875329700
JOHN,,BARKOULAS,"Barkoulas, John T.",6701324567
ANTHONY,,BARKUME,"Barkume, Anthony J.",6506649109
S,,BARLEV,S BARLEV,
GADI,,BARLEVY,"Barlevy, Gadi",6506092828
DR,R B,BARMAN,"Barman, R. B.",57190134643
AMIR,,BARNEA,"Barnea, Amir",57198051513
EMANUEL,,BARNEA,"Barnea, Emanuel",24576688000
COLLEEN,,BARNES,"Barnes, Colleen",15028231200
MICHELLE,L,BARNES,"Barnes, Michelle L.",7401475840
BILL,,BARNETT,"Barnett, William A.",7102771655
WILLIAM,,BARNETT,"Barnett, William A.",7102771655
WILLIAM,A,BARNETT,"Barnett, William A.",7102771655
JAY,,BARNEY,"Barney, Jay Bryan",7004413102
ROMAIN,,BARNEZET,ROMAIN BARNEZET,
THEODORE,,BARNHILL,"Barnhill, Theodore M.",6506761415
THEODORE,M,BARNHILL,"Barnhill, Theodore M.",6506761415
MOSHE,,BARNIV,MOSHE BARNIV,
R,,BARNIV,"Barniv, Ran Ron",36964963700
MATT,,BARON,MATT BARON,
GUGLIELMO,,BARONE,"Barone, Guglielmo",37004381900
G,,BARONE-ADESI,"Barone-Adesi, Giovanni",6602332174
GIOVANNI,,BARONE-ADESI,"Barone-Adesi, Giovanni",6602332174
